cleaned_comment,label,clean_text,clean_text_expanded
gramasi apaan ui ?,0,gramasi apaan ui,gramasi apaan ui
"Yayasan calo, klo cuma utk QC, kementerian sama badan negara utk ngurus MBG ya bubarin aja, namanya ini bancakan legal. Klo gak sanggup, utk apa buat MBG2 ini, tolol maksimal.",0,yayasan calo klo cuma utk qc kementerian sama badan negara utk ngurus mbg ya bubarin aja namanya ini bancakan legal klo gak sanggup utk apa buat mbg2 ini tolol maksimal,yayasan calo klo cuma untuk qc kementerian sama badan negara untuk ngurus mbg ya bubarin aja namanya ini bancakan legal klo tidak sanggup untuk apa buat mbg2 ini tolol maksimal
Hentikan MBG Fokus perampasan aset Koruptor,0,hentikan mbg fokus perampasan aset koruptor,hentikan mbg fokus perampasan aset koruptor
MBG Kalsel httpsyoutu.betYBjEp6kKQ?siyUsy8HqlUVe2Mfsp,0,mbg kalsel,mbg kalsel
Yah .. yg buat anak2 sj dikorupsi.. bikin semakin kuatir dengan danantara.. yahklo dengan tidak ada hukuman berat bagi koriptor.. sebenarnya semua rakyat sudah tau bakal berakhir sepertii apa .. cm tidak ada yang speak up,0,yah  yg buat anak2 sj dikorupsi bikin semakin kuatir dengan danantara yahklo dengan tidak ada hukuman berat bagi koriptor sebenarnya semua rakyat sudah tau bakal berakhir sepertii apa  cm tidak ada yang speak up,yah yang buat anak2 sj dikorupsi bikin semakin kuatir dengan danantara yahklo dengan tidak ada hukuman berat bagi koriptor sebenarnya semua rakyat sudah tau bakal berakhir sepertii apa cuman tidak ada yang speak up
"Usul Ko, lain kali kalo ada diskusi yg banyak data2 gini, boleh pakai tulis2 whiteboard biar kita bisa lebih gampang mengerti detail yg didiskusikan.",0,usul ko lain kali kalo ada diskusi yg banyak data2 gini boleh pakai tulis2 whiteboard biar kita bisa lebih gampang mengerti detail yg didiskusikan,usul ko lain kali kalo ada diskusi yang banyak data2 gini boleh pakai tulis2 whiteboard biar kita bisa lebih gampang mengerti detail yang didiskusikan
yayasan sampai micromanage gitu udah gak bener...,0,yayasan sampai micromanage gitu udah gak bener,yayasan sampai micromanage gitu udah tidak bener
"617 Harus punya modal untuk ikut program ini, kata2 ini aja udah bikin orang ragu dia ngak akan bakal korupsi.",0,617 harus punya modal untuk ikut program ini kata2 ini aja udah bikin orang ragu dia ngak akan bakal korupsi,617 harus punya modal untuk ikut program ini kata2 ini aja udah bikin orang ragu dia ngak akan bakal korupsi
dari model potongan rambut nya aja udah kelihatan,0,dari model potongan rambut nya aja udah kelihatan,dari model potongan rambut nya aja udah kelihatan
pakai yayasan pihak ke.3 aja udah ngak efisien. memang by design patut dicurigai.,0,pakai yayasan pihak ke3 aja udah ngak efisien memang by design patut dicurigai,pakai yayasan pihak ke3 aja udah ngak efisien memang by design patut dicurigai
"Bagus banget narasumbernya, lain ditanya lain dijawab",0,bagus banget narasumbernya lain ditanya lain dijawab,bagus banget narasumbernya lain ditanya lain dijawab
"2500 nya untuk kantong yayasan, namanya juga bisnis..kulaitas ma nomor sekian.gt maksudnya",0,2500 nya untuk kantong yayasan namanya juga bisniskulaitas ma nomor sekiangt maksudnya,2500 nya untuk kantong yayasan namanya juga bisniskulaitas ma nomor sekiangt maksudnya
Yayasan tapi bisnis,0,yayasan tapi bisnis,yayasan tapi bisnis
Intinya makelar calo kaga ngapa2in bangke emg. Dia da selesaikan orderannya tetep ga dibayar ngakak,0,intinya makelar calo kaga ngapa2in bangke emg dia da selesaikan orderannya tetep ga dibayar ngakak,intinya makelar calo kaga ngapa2in bangke emg dia da selesaikan orderannya tetep tidak dibayar ngakak
Pisang apa harga 500,0,pisang apa harga 500,pisang apa harga 500
Anda pebisnis? Knapa pakai nama yayasan? Mau bisnis atau mau niat jadi yayasan yg notabeny membantu konteks sosial? Pakai PT aja bro atau CV kalo mau bisnis Nga usa membahas seakan2 beretika bersosial diawal srdangkan ujung2ny niatanny bisnis,0,anda pebisnis knapa pakai nama yayasan mau bisnis atau mau niat jadi yayasan yg notabeny membantu konteks sosial pakai pt aja bro atau cv kalo mau bisnis nga usa membahas seakan2 beretika bersosial diawal srdangkan ujung2ny niatanny bisnis,anda pebisnis knapa pakai nama yayasan mau bisnis atau mau niat jadi yayasan yang notabeny membantu konteks sosial pakai pt aja bro atau cv kalo mau bisnis nga usa membahas seakan2 beretika bersosial diawal srdangkan ujung2ny niatanny bisnis
Yayasan itu calo. Kaya ga tau kerja pemerintah aja. Yayasan yg dpt tender. Terus dapur subkon subkon. 2500 untuk bancakan Pak Leon.,0,yayasan itu calo kaya ga tau kerja pemerintah aja yayasan yg dpt tender terus dapur subkon subkon 2500 untuk bancakan pak leon,yayasan itu calo kaya tidak tau kerja pemerintah aja yayasan yang dpt tender terus dapur subkon subkon 2500 untuk bancakan pak leon
"Kontrak abu2 bngt, palinh besar 15rb",0,kontrak abu2 bngt palinh besar 15rb,kontrak abu2 bngt palinh besar 15rb
"Jawabannya tidak memuaskan, banyak yg ga clear",0,jawabannya tidak memuaskan banyak yg ga clear,jawabannya tidak memuaskan banyak yang tidak clear
"Entahlah tp banyak jg ya vendor2 yg rugi gr2 ngurusin projek pemerintah Ga de konstruksi, textile, skrg perkara makan jg ada dramanya",0,entahlah tp banyak jg ya vendor2 yg rugi gr2 ngurusin projek pemerintah ga de konstruksi textile skrg perkara makan jg ada dramanya,entahlah tp banyak jg ya vendor2 yang rugi gr2 ngurusin projek pemerintah tidak de konstruksi textile skrg perkara makan jg ada dramanya
"dari hasil yg saya simak u pembagian resiko dan bagi hasil antara yayasan dan dapur sepertinya condong lebih enak diuntungkan jadi pihak yayasan keuntungan yayasan 2.500 porsi berapapun harga jual porsinya keuntungan dapur, selisih harga jual dengan potongan keuntungan yayasan 2500 dan juga dikurangi modal produksi makanan harga jual makanan berdasarkan gramasi, jd bisa dijual di 15.000 atau dibawah 15.000 jika gramasi yg dijual lebih sedikit, tapi yayasan untung porsi tetap 2.500, kasihan yg jadi dapur ya karena bisa terjadi resiko keuntungan jauh lebih sedikit padahal bobot pekerjaan yg dipikul lebih berat",0,dari hasil yg saya simak u pembagian resiko dan bagi hasil antara yayasan dan dapur sepertinya condong lebih enak diuntungkan jadi pihak yayasan keuntungan yayasan 2500 porsi berapapun harga jual porsinya keuntungan dapur selisih harga jual dengan potongan keuntungan yayasan 2500 dan juga dikurangi modal produksi makanan harga jual makanan berdasarkan gramasi jd bisa dijual di 15000 atau dibawah 15000 jika gramasi yg dijual lebih sedikit tapi yayasan untung porsi tetap 2500 kasihan yg jadi dapur ya karena bisa terjadi resiko keuntungan jauh lebih sedikit padahal bobot pekerjaan yg dipikul lebih berat,dari hasil yang saya simak u pembagian resiko dan bagi hasil antara yayasan dan dapur sepertinya condong lebih enak diuntungkan jadi pihak yayasan keuntungan yayasan 2500 porsi berapapun harga jual porsinya keuntungan dapur selisih harga jual dengan potongan keuntungan yayasan 2500 dan juga dikurangi modal produksi makanan harga jual makanan berdasarkan gramasi jd bisa dijual di 15000 atau dibawah 15000 jika gramasi yang dijual lebih sedikit tapi yayasan untung porsi tetap 2500 kasihan yang jadi dapur ya karena bisa terjadi resiko keuntungan jauh lebih sedikit padahal bobot pekerjaan yang dipikul lebih berat
"Udah bubarin aja yayasan, jelasin 2.500 bertele2 ngak to the point. Pertanyaan kenapa harus lewat yayasan bukan ke level kementrian.",0,udah bubarin aja yayasan jelasin 2500 bertele2 ngak to the point pertanyaan kenapa harus lewat yayasan bukan ke level kementrian,udah bubarin aja yayasan jelasin 2500 bertele2 ngak to the point pertanyaan kenapa harus lewat yayasan bukan ke level kementrian
Logikanya gampangan buktiin mana? Nahan duit orang nahan hak orang lain. Ngibul sumber dana darimana?,0,logikanya gampangan buktiin mana nahan duit orang nahan hak orang lain ngibul sumber dana darimana,logikanya gampangan buktiin mana nahan duit orang nahan hak orang lain ngibul sumber dana darimana
malah makin tambah yakin yayasan maen uangnya wkwkwk,0,malah makin tambah yakin yayasan maen uangnya wkwkwk,malah makin tambah yakin yayasan maen uangnya wkwkwk
"Yang ditanya apa, yg dijawab apa muter2 jawabnya",0,yang ditanya apa yg dijawab apa muter2 jawabnya,yang ditanya apa yang dijawab apa muter2 jawabnya
satu yg ane belum ngerti.. BGN udah bayar lunas brarti yayasan nagih ga pake lampiran bon2 blanja dll itu ya? yg benernya gmn?,0,satu yg ane belum ngerti bgn udah bayar lunas brarti yayasan nagih ga pake lampiran bon2 blanja dll itu ya yg benernya gmn,satu yang ane belum ngerti bgn udah bayar lunas brarti yayasan nagih tidak pake lampiran bon2 blanja dll itu ya yang benernya gmn
Programnya dari awal juga ud flawed dari banyak aspek banyak loophole terlalu banyak badan organisasinya....,0,programnya dari awal juga ud flawed dari banyak aspek banyak loophole terlalu banyak badan organisasinya,programnya dari awal juga ud flawed dari banyak aspek banyak loophole terlalu banyak badan organisasinya
Intinya 2500 itu jatahnya yayasan yagesyaaa,0,intinya 2500 itu jatahnya yayasan yagesyaaa,intinya 2500 itu jatahnya yayasan yagesyaaa
kongtay,0,kongtay,kongtay
"Koruptor dikasih panggung, omonganny muter2 banyak celah hahahaha. Mitra mau reimburse diminta nota pembelian tapi yayasan bisa nerima uang dari MBG padahal ga ada nota wkwkwk",0,koruptor dikasih panggung omonganny muter2 banyak celah hahahaha mitra mau reimburse diminta nota pembelian tapi yayasan bisa nerima uang dari mbg padahal ga ada nota wkwkwk,koruptor dikasih panggung omonganny muter2 banyak celah hahahaha mitra mau reimburse diminta nota pembelian tapi yayasan bisa nerima uang dari mbg padahal tidak ada nota wkwkwk
Broker bersembunyi di belakang kontrak ga modal ga kerja tp kok dapat gede ya ? 2500 lho..berapa itu koh,0,broker bersembunyi di belakang kontrak ga modal ga kerja tp kok dapat gede ya  2500 lhoberapa itu koh,broker bersembunyi di belakang kontrak tidak modal tidak kerja tp kok dapat gede ya 2500 lhoberapa itu koh
Akh bingung saya ini intinya gmn si..,0,akh bingung saya ini intinya gmn si,akh bingung saya ini intinya gmn si
"Middle Man harusnya ditiadakan, karena seharusnya manfaat yang bisa diterima oleh anak2 bisa lebih baik jika asumsi profit dari Middle Man dialokasikan untuk upgrade makanan.",0,middle man harusnya ditiadakan karena seharusnya manfaat yang bisa diterima oleh anak2 bisa lebih baik jika asumsi profit dari middle man dialokasikan untuk upgrade makanan,middle man harusnya ditiadakan karena seharusnya manfaat yang bisa diterima oleh anak2 bisa lebih baik jika asumsi profit dari middle man dialokasikan untuk upgrade makanan
lihat orang boong wkwk,0,lihat orang boong wkwk,lihat orang boong wkwk
Ga elok???? Apa nya yg ga elok,0,ga elok apa nya yg ga elok,tidak elok apa nya yang tidak elok
Terang Benderang YAYASAN Memanfaatkan mitra mencari keuntungan pada MBG. dan ini akan menambah persoalan kedepan kalau masih dilanjutkan dengan metode seperti ini semua mitra wajib melalui YAYASAN. Kesimpulan yayasan yg terlibat di MBG buat dapur sendiri Mitrapengusaha kordinasinya langsung BGN Dalam menjalankan operasional dapur hilangkan kesan Makelar calo MBG untuk program sangat strategis ini yg nantinya akan menelan dana ratusan triliun kedepannya......INTEGRITAS menjadi kata kunci untuk program MBG.,0,terang benderang yayasan memanfaatkan mitra mencari keuntungan pada mbg dan ini akan menambah persoalan kedepan kalau masih dilanjutkan dengan metode seperti ini semua mitra wajib melalui yayasan kesimpulan yayasan yg terlibat di mbg buat dapur sendiri mitrapengusaha kordinasinya langsung bgn dalam menjalankan operasional dapur hilangkan kesan makelar calo mbg untuk program sangat strategis ini yg nantinya akan menelan dana ratusan triliun kedepannyaintegritas menjadi kata kunci untuk program mbg,terang benderang yayasan memanfaatkan mitra mencari keuntungan pada mbg dan ini akan menambah persoalan kedepan kalau masih dilanjutkan dengan metode seperti ini semua mitra wajib melalui yayasan kesimpulan yayasan yang terlibat di mbg buat dapur sendiri mitrapengusaha kordinasinya langsung bgn dalam menjalankan operasional dapur hilangkan kesan makelar calo mbg untuk program sangat strategis ini yang nantinya akan menelan dana ratusan triliun kedepannyaintegritas menjadi kata kunci untuk program mbg
"Keceplosan ni pengacara, mana bole yayasan dibilang bisnis. Yayasan itu badan hukum nirlaba, yg orientasi ny ke sosial atau kemanusiaan. TOLOL, malah dibuka juga punya untung 25 tanpa resiko. Kl tanpa resiko itu namanya Palak, siapa ni ketua yayasan ny. Ada hubungan dengan pemerintah ga?",0,keceplosan ni pengacara mana bole yayasan dibilang bisnis yayasan itu badan hukum nirlaba yg orientasi ny ke sosial atau kemanusiaan tolol malah dibuka juga punya untung 25 tanpa resiko kl tanpa resiko itu namanya palak siapa ni ketua yayasan ny ada hubungan dengan pemerintah ga,keceplosan ni pengacara mana bole yayasan dibilang bisnis yayasan itu badan hukum nirlaba yang orientasi ny ke sosial atau kemanusiaan tolol malah dibuka juga punya untung 25 tanpa resiko kl tanpa resiko itu namanya palak siapa ni ketua yayasan ny ada hubungan dengan pemerintah tidak
"inilah kenapa dari luar banyak yg males buka usaha di konoha,, program presiden aja banyak regulasi ini itu repot sana sini,, hadeh konohakuu udah bnyk org yg nyaranin cara yg lebih simple tapi ga didengerin,, welcome to konoha",0,inilah kenapa dari luar banyak yg males buka usaha di konoha program presiden aja banyak regulasi ini itu repot sana sini hadeh konohakuu udah bnyk org yg nyaranin cara yg lebih simple tapi ga didengerin welcome to konoha,inilah kenapa dari luar banyak yang males buka usaha di konoha program presiden aja banyak regulasi ini itu repot sana sini hadeh konohakuu udah bnyk org yang nyaranin cara yang lebih simple tapi tidak didengerin welcome to konoha
pembayaran harus rapi...... titik... jangan seperti vendor2 BUMN lainnya. Apabila ada langgaran... ya di jelaskan beserta sansinya....,0,pembayaran harus rapi titik jangan seperti vendor2 bumn lainnya apabila ada langgaran ya di jelaskan beserta sansinya,pembayaran harus rapi titik jangan seperti vendor2 bumn lainnya apabila ada langgaran ya di jelaskan beserta sansinya
"Setelah denger podcast ini, cuma 1 kata. RIBET Fungsi yayasan ini apa ya? Kl denger gini jd mirip BUMN Karya , ga punya pegawai tp dapet tender trs pelaksanaan nya disebar ke vendor2. Dr pemerintah katanya bayar, macet di BUMN ny. Ujung ny ada korupsi, ditelusuri lg buat bagi2 orng dalem juga. Ga cape y bikin skema kucing2an gini, kl mo nyolong mah nyolong aj. Kl dibedah ya 1. Yayasan kan diposisi penengah yg diharap fungsi ny sbg pengawas tp dr BGN sendiri uda ada pengawas di dapur2. Untuk urusan dimakan pagi, siang jd berak mah jujur ya terlalu RIBET. Ampe minta bon bahan baku, kenapa ga sesimple cek aja dr hasil akhir. Kandungan yg dijadikan standart ny terpenuhi atau nggak, simple. Toh katany ada orng BGN yg di dapur untuk kontrol. Kasi teguran kl melenceng, terus dilakukan di cut cari pemain lain. 2. Kl posisi yayasan ini sbg pengawas, pengawas ikut nyemplung si uda salah banget. Ikut beli APD, dll. Smua jd pemain donk bos, y napa ga dy yg masak aja sekalian 3. Ni gw rasa pengacara keceplosan ngomong pure urusan bisnis dan bisnis. Dapur ny jelas bisnis, pihak satu lg yg bisnis tu siapa? Yayasan atau BGN ni. Kl BGN bisnis, jelas bahaya. Sedangkan kl yayasan ny ternyata bisnis, melenceng donk dr fungsi. Apalg kl untung 2.500 kl dr MBG 10rb tu 25 loh bisnis yg sangat enak ya, resiko nya di dapur. Itu namanya malak, Goblok. Pake alesan buat cari dapur lain, memang situ yg bikin dapur? Ato jangan2 buat modal bikin dapur? Perlu ditelusuri tu. 25persen omset itu buat apa, operasional ny kaya ap. Ini yg butuh Bon Ya nasib program sangkuriang, cuma tipis telinga jd buru2. Prosedur ny jg kacau. Atau sengaja dibikin kacau, biar bisa untung korupsi. BERAK",0,setelah denger podcast ini cuma 1 kata ribet fungsi yayasan ini apa ya kl denger gini jd mirip bumn karya  ga punya pegawai tp dapet tender trs pelaksanaan nya disebar ke vendor2 dr pemerintah katanya bayar macet di bumn ny ujung ny ada korupsi ditelusuri lg buat bagi2 orng dalem juga ga cape y bikin skema kucing2an gini kl mo nyolong mah nyolong aj kl dibedah ya 1 yayasan kan diposisi penengah yg diharap fungsi ny sbg pengawas tp dr bgn sendiri uda ada pengawas di dapur2 untuk urusan dimakan pagi siang jd berak mah jujur ya terlalu ribet ampe minta bon bahan baku kenapa ga sesimple cek aja dr hasil akhir kandungan yg dijadikan standart ny terpenuhi atau nggak simple toh katany ada orng bgn yg di dapur untuk kontrol kasi teguran kl melenceng terus dilakukan di cut cari pemain lain 2 kl posisi yayasan ini sbg pengawas pengawas ikut nyemplung si uda salah banget ikut beli apd dll smua jd pemain donk bos y napa ga dy yg masak aja sekalian 3 ni gw rasa pengacara keceplosan ngomong pure urusan bisnis dan bisnis dapur ny jelas bisnis pihak satu lg yg bisnis tu siapa yayasan atau bgn ni kl bgn bisnis jelas bahaya sedangkan kl yayasan ny ternyata bisnis melenceng donk dr fungsi apalg kl untung 2500 kl dr mbg 10rb tu 25 loh bisnis yg sangat enak ya resiko nya di dapur itu namanya malak goblok pake alesan buat cari dapur lain memang situ yg bikin dapur ato jangan2 buat modal bikin dapur perlu ditelusuri tu 25persen omset itu buat apa operasional ny kaya ap ini yg butuh bon ya nasib program sangkuriang cuma tipis telinga jd buru2 prosedur ny jg kacau atau sengaja dibikin kacau biar bisa untung korupsi berak,setelah denger podcast ini cuma 1 kata ribet fungsi yayasan ini apa ya kl denger gini jd mirip bumn karya tidak punya pegawai tp dapet tender trs pelaksanaan nya disebar ke vendor2 dr pemerintah katanya bayar macet di bumn ny ujung ny ada korupsi ditelusuri lg buat bagi2 orng dalem juga tidak cape y bikin skema kucing2an gini kl mo nyolong mah nyolong aj kl dibedah ya 1 yayasan kan diposisi penengah yang diharap fungsi ny sbg pengawas tp dr bgn sendiri uda ada pengawas di dapur2 untuk urusan dimakan pagi siang jd berak mah jujur ya terlalu ribet ampe minta bon bahan baku kenapa tidak sesimple cek aja dr hasil akhir kandungan yang dijadikan standart ny terpenuhi atau nggak simple toh katany ada orng bgn yang di dapur untuk kontrol kasi teguran kl melenceng terus dilakukan di cut cari pemain lain 2 kl posisi yayasan ini sbg pengawas pengawas ikut nyemplung si uda salah banget ikut beli apd dll smua jd pemain donk bos y napa tidak dy yang masak aja sekalian 3 ni gw rasa pengacara keceplosan ngomong pure urusan bisnis dan bisnis dapur ny jelas bisnis pihak satu lg yang bisnis tu siapa yayasan atau bgn ni kl bgn bisnis jelas bahaya sedangkan kl yayasan ny ternyata bisnis melenceng donk dr fungsi apalg kl untung 2500 kl dr mbg 10rb tu 25 loh bisnis yang sangat enak ya resiko nya di dapur itu namanya malak goblok pake alesan buat cari dapur lain memang situ yang bikin dapur ato jangan2 buat modal bikin dapur perlu ditelusuri tu 25persen omset itu buat apa operasional ny kaya ap ini yang butuh bon ya nasib program sangkuriang cuma tipis telinga jd buru2 prosedur ny jg kacau atau sengaja dibikin kacau biar bisa untung korupsi berak
Kenapa mesti repot2. Suru pihak sekolah bikin dapur masing2.,0,kenapa mesti repot2 suru pihak sekolah bikin dapur masing2,kenapa mesti repot2 suru pihak sekolah bikin dapur masing2
"Ekspektasi Pengadaan Penawaran, deal, beli, dapat barang, DO, invoice, validasi, bayar, beres. Real Pengadaan Penawaran, deal, beli, dapat barang, DO, invoice, validasi, jungkir balik, validasi, cingkonek, validasi, gak beres2",0,ekspektasi pengadaan penawaran deal beli dapat barang do invoice validasi bayar beres real pengadaan penawaran deal beli dapat barang do invoice validasi jungkir balik validasi cingkonek validasi gak beres2,ekspektasi pengadaan penawaran deal beli dapat barang do invoice validasi bayar beres real pengadaan penawaran deal beli dapat barang do invoice validasi jungkir balik validasi cingkonek validasi tidak beres2
Atas dasar apa BGN bayar ke yayasan kalau pertanggung jawaban dari mitra dan petugas SPPI dapur tdk ada.....kesannya BGN asal bayar saja keyayasan sesuai klarifikasi yayasan Aneh bin Ajaib,0,atas dasar apa bgn bayar ke yayasan kalau pertanggung jawaban dari mitra dan petugas sppi dapur tdk adakesannya bgn asal bayar saja keyayasan sesuai klarifikasi yayasan aneh bin ajaib,atas dasar apa bgn bayar ke yayasan kalau pertanggung jawaban dari mitra dan petugas sppi dapur tdk adakesannya bgn asal bayar saja keyayasan sesuai klarifikasi yayasan aneh bin ajaib
Hehehe.....klarifikasi bisa kita menilai yayasan dalam hal ini seakan bukan mitra BGN tapi memposisikan diri seakanakan petugas BGN sementara didapur sendiri sdh ada tenaga Sppi yg bertanggung jawab segala pengeluaran sebaiknya setiap yayasan mengelola dapur sendiri.....bahasa kasarnya fungsi yayasan seperti calo untuk MBG dan banyak kejadian didaerah yayasan mencari mitra dengan kisaran 10002000 perporsi perlu perhatian serius dari BGN agar mempercayakan ke mitra baik itu PTCVUMKMKoperasi tanpa rekomendasi yayasan karna dsinilah bagi2 dana program MBG,0,heheheklarifikasi bisa kita menilai yayasan dalam hal ini seakan bukan mitra bgn tapi memposisikan diri seakanakan petugas bgn sementara didapur sendiri sdh ada tenaga sppi yg bertanggung jawab segala pengeluaran sebaiknya setiap yayasan mengelola dapur sendiribahasa kasarnya fungsi yayasan seperti calo untuk mbg dan banyak kejadian didaerah yayasan mencari mitra dengan kisaran 10002000 perporsi perlu perhatian serius dari bgn agar mempercayakan ke mitra baik itu ptcvumkmkoperasi tanpa rekomendasi yayasan karna dsinilah bagi2 dana program mbg,heheheklarifikasi bisa kita menilai yayasan dalam hal ini seakan bukan mitra bgn tapi memposisikan diri seakanakan petugas bgn sementara didapur sendiri sudah ada tenaga sppi yang bertanggung jawab segala pengeluaran sebaiknya setiap yayasan mengelola dapur sendiribahasa kasarnya fungsi yayasan seperti calo untuk mbg dan banyak kejadian didaerah yayasan mencari mitra dengan kisaran 10002000 perporsi perlu perhatian serius dari bgn agar mempercayakan ke mitra baik itu ptcvumkmkoperasi tanpa rekomendasi yayasan karna dsinilah bagi2 dana program mbg
Terlalu banyak korupsi,0,terlalu banyak korupsi,terlalu banyak korupsi
yang bener tidak perlu calo harusnya langsung ke dapur langsung. yayasan cuman calo pasti di kenai potongan buat dia,0,yang bener tidak perlu calo harusnya langsung ke dapur langsung yayasan cuman calo pasti di kenai potongan buat dia,yang bener tidak perlu calo harusnya langsung ke dapur langsung yayasan cuman calo pasti di kenai potongan buat dia
"Ni pengacara x ni salah lawan , leon gk bisa kocek yayasan ni ngambil untung nya lbh besar dari yang masak wkakakka",0,ni pengacara x ni salah lawan  leon gk bisa kocek yayasan ni ngambil untung nya lbh besar dari yang masak wkakakka,ni pengacara x ni salah lawan leon gk bisa kocek yayasan ni ngambil untung nya lbh besar dari yang masak wkakakka
Tercium aroma2 korupsu dr yayasan ya.. bagi2 setoran ya?..,0,tercium aroma2 korupsu dr yayasan ya bagi2 setoran ya,tercium aroma2 korupsu dr yayasan ya bagi2 setoran ya
bukannya yayasan beda sama bisnis?,0,bukannya yayasan beda sama bisnis,bukannya yayasan beda sama bisnis
"one idea, mungkin ko leon and interviewee bisa masing masing pegang ipad yang synced, biar bisa nyatet bareng dan hasil catatannya keliatan ke kita. fungsi biar jawabannya ga muter muter and pembahasan lebih terstruktur",0,one idea mungkin ko leon and interviewee bisa masing masing pegang ipad yang synced biar bisa nyatet bareng dan hasil catatannya keliatan ke kita fungsi biar jawabannya ga muter muter and pembahasan lebih terstruktur,one idea mungkin ko leon and interviewee bisa masing masing pegang ipad yang synced biar bisa nyatet bareng dan hasil catatannya keliatan ke kita fungsi biar jawabannya tidak muter muter and pembahasan lebih terstruktur
"Niatnya baik, programnya bagus, pelaksnaanya yang kacau",0,niatnya baik programnya bagus pelaksnaanya yang kacau,niatnya baik programnya bagus pelaksnaanya yang kacau
gile makelar modal ga ada untung maximal dari dulu pemerintah ga pernah belajar orang ga punya dapur bisa2nya dapet tender buat MBG,0,gile makelar modal ga ada untung maximal dari dulu pemerintah ga pernah belajar orang ga punya dapur bisa2nya dapet tender buat mbg,gile makelar modal tidak ada untung maximal dari dulu pemerintah tidak pernah belajar orang tidak punya dapur bisa2nya dapet tender buat mbg
"Asli aku denger'nya ribet..benner mending kasih cash aja ke orang tua murid, biar dimasakkin dirumah hahahaha",0,asli aku dengernya ribetbenner mending kasih cash aja ke orang tua murid biar dimasakkin dirumah hahahaha,asli aku dengernya ribetbenner mending kasih cash aja ke orang tua murid biar dimasakkin dirumah hahahaha
Apakah cuma saya yg tiba2 punya bakat bisa mencium bau mulut tukang bohong setelah menyaksikan narasumber ini? Atau kalian juga?,0,apakah cuma saya yg tiba2 punya bakat bisa mencium bau mulut tukang bohong setelah menyaksikan narasumber ini atau kalian juga,apakah cuma saya yang tiba2 punya bakat bisa mencium bau mulut tukang bohong setelah menyaksikan narasumber ini atau kalian juga
"Ribet amat, sudah harus keluar modal di awal, menyediakan tenaga masak, menyediakan makanan, kirim makanan, juga harus buat laporan keuangan segala termasuk bon pengeluaran.",0,ribet amat sudah harus keluar modal di awal menyediakan tenaga masak menyediakan makanan kirim makanan juga harus buat laporan keuangan segala termasuk bon pengeluaran,ribet amat sudah harus keluar modal di awal menyediakan tenaga masak menyediakan makanan kirim makanan juga harus buat laporan keuangan segala termasuk bon pengeluaran
"Udah paling bener dilaporin ke polisi, trs dipelototin masyarakat prosesnya. Duit pajak dipake bancakan. Yg nyampe ke anak2 sekolah cuman nasi doang, sisanya bocoorrr bocooorrr...",0,udah paling bener dilaporin ke polisi trs dipelototin masyarakat prosesnya duit pajak dipake bancakan yg nyampe ke anak2 sekolah cuman nasi doang sisanya bocoorrr bocooorrr,udah paling bener dilaporin ke polisi trs dipelototin masyarakat prosesnya duit pajak dipake bancakan yang nyampe ke anak2 sekolah cuman nasi doang sisanya bocoorrr bocooorrr
Buka mata ya guys ini murni bisnis. Jadi bukan program pemerintah yang mana harusnya pemerintah menanggung atau subsidi,0,buka mata ya guys ini murni bisnis jadi bukan program pemerintah yang mana harusnya pemerintah menanggung atau subsidi,buka mata ya guys ini murni bisnis jadi bukan program pemerintah yang mana harusnya pemerintah menanggung atau subsidi
g ada tombol dislike untuk narsum kah? cara menjelaskannya kurang,0,g ada tombol dislike untuk narsum kah cara menjelaskannya kurang,g ada tombol dislike untuk narsum kah cara menjelaskannya kurang
"yayasan gak punya dapur, tapi maksa daftar program mbg margin parah banget 2.5k, terima tiap porsi 16 muter muter 2.5k ini untuk apa bilang qc dan bs lainnya, padahal sesuai pod sebelumnya katanya bagi profit mini makelar lainnya",0,yayasan gak punya dapur tapi maksa daftar program mbg margin parah banget 25k terima tiap porsi 16 muter muter 25k ini untuk apa bilang qc dan bs lainnya padahal sesuai pod sebelumnya katanya bagi profit mini makelar lainnya,yayasan tidak punya dapur tapi maksa daftar program mbg margin parah banget 25k terima tiap porsi 16 muter muter 25k ini untuk apa bilang qc dan bs lainnya padahal sesuai pod sebelumnya katanya bagi profit mini makelar lainnya
"Program populis yg kurang bermanfaat, didaerah2 pedalaman banyak tuh siswa yg belum dapat MBG hingga saat ini. Kenapa tidak melibatkan kantin sekolah saja",0,program populis yg kurang bermanfaat didaerah2 pedalaman banyak tuh siswa yg belum dapat mbg hingga saat ini kenapa tidak melibatkan kantin sekolah saja,program populis yang kurang bermanfaat didaerah2 pedalaman banyak tuh siswa yang belum dapat mbg hingga saat ini kenapa tidak melibatkan kantin sekolah saja
"YAYASAN RASA MAKELAR PADAHAL JELAS2 PROGRAM PEMERINTAH, MENDING LANGSUNG AJ KE PENGUSAHA CATERING TANPA ADA PERANTARA",0,yayasan rasa makelar padahal jelas2 program pemerintah mending langsung aj ke pengusaha catering tanpa ada perantara,yayasan rasa makelar padahal jelas2 program pemerintah mending langsung aj ke pengusaha catering tanpa ada perantara
